security_id,symbol,name,series,tick_size,lot_size,instrument_type,segment,exchange,upper_limit,lower_limit,expiry_date,strike_price,freeze_quantity
65588,NIFTY-Dec2023-20850-CE,NIFTY 28 DEC 20850 CALL,,5,50,OPTIDX,D,NSE,828.1,8.2,28-12-2023 14:00,20850,1801
65589,NIFTY-Dec2023-20850-PE,NIFTY 28 DEC 20850 PUT,,5,50,OPTIDX,D,NSE,168.8,0.05,28-12-2023 14:00,20850,1801
65594,NIFTY-Dec2023-20900-CE,NIFTY 28 DEC 20900 CALL,,5,50,OPTIDX,D,NSE,763.8,0.05,28-12-2023 14:00,20900,1801
65595,NIFTY-Dec2023-20900-PE,NIFTY 28 DEC 20900 PUT,,5,50,OPTIDX,D,NSE,194.55,0.05,28-12-2023 14:00,20900,1801
65596,NIFTY-Dec2023-20950-CE,NIFTY 28 DEC 20950 CALL,,5,50,OPTIDX,D,NSE,706.9,0.05,28-12-2023 14:00,20950,1801
65597,NIFTY-Dec2023-20950-PE,NIFTY 28 DEC 20950 PUT,,5,50,OPTIDX,D,NSE,223.95,0.05,28-12-2023 14:00,20950,1801
65598,NIFTY-Dec2023-21050-CE,NIFTY 28 DEC 21050 CALL,,5,50,OPTIDX,D,NSE,582.8,0.05,28-12-2023 14:00,21050,1801
65599,NIFTY-Dec2023-21050-PE,NIFTY 28 DEC 21050 PUT,,5,50,OPTIDX,D,NSE,291.2,0.05,28-12-2023 14:00,21050,1801
65600,NIFTY-Dec2023-21100-CE,NIFTY 28 DEC 21100 CALL,,5,50,OPTIDX,D,NSE,525.85,0.05,28-12-2023 14:00,21100,1801
65601,NIFTY-Dec2023-21100-PE,NIFTY 28 DEC 21100 PUT,,5,50,OPTIDX,D,NSE,330.25,0.05,28-12-2023 14:00,21100,1801
65602,NIFTY-Dec2023-21150-CE,NIFTY 28 DEC 21150 CALL,,5,50,OPTIDX,D,NSE,472.7,0.05,28-12-2023 14:00,21150,1801
65603,NIFTY-Dec2023-21150-PE,NIFTY 28 DEC 21150 PUT,,5,50,OPTIDX,D,NSE,370.1,0.05,28-12-2023 14:00,21150,1801
65604,NIFTY-Dec2023-21200-CE,NIFTY 28 DEC 21200 CALL,,5,50,OPTIDX,D,NSE,424.35,0.05,28-12-2023 14:00,21200,1801
65605,NIFTY-Dec2023-21200-PE,NIFTY 28 DEC 21200 PUT,,5,50,OPTIDX,D,NSE,412.4,0.05,28-12-2023 14:00,21200,1801
65606,NIFTY-Dec2023-21250-CE,NIFTY 28 DEC 21250 CALL,,5,50,OPTIDX,D,NSE,376.5,0.05,28-12-2023 14:00,21250,1801
65615,NIFTY-Dec2023-21250-PE,NIFTY 28 DEC 21250 PUT,,5,50,OPTIDX,D,NSE,453.95,0.05,28-12-2023 14:00,21250,1801
65616,NIFTY-Dec2023-21300-CE,NIFTY 28 DEC 21300 CALL,,5,50,OPTIDX,D,NSE,331.1,0.05,28-12-2023 14:00,21300,1801
65618,NIFTY-Dec2023-21300-PE,NIFTY 28 DEC 21300 PUT,,5,50,OPTIDX,D,NSE,506.15,0.05,28-12-2023 14:00,21300,1801
65619,NIFTY-Dec2023-21350-CE,NIFTY 28 DEC 21350 CALL,,5,50,OPTIDX,D,NSE,293.1,0.05,28-12-2023 14:00,21350,1801
65620,NIFTY-Dec2023-21350-PE,NIFTY 28 DEC 21350 PUT,,5,50,OPTIDX,D,NSE,554.35,0.05,28-12-2023 14:00,21350,1801
65621,NIFTY-Dec2023-21400-CE,NIFTY 28 DEC 21400 CALL,,5,50,OPTIDX,D,NSE,250.8,0.05,28-12-2023 14:00,21400,1801
65622,NIFTY-Dec2023-21400-PE,NIFTY 28 DEC 21400 PUT,,5,50,OPTIDX,D,NSE,609.45,0.05,28-12-2023 14:00,21400,1801
65623,NIFTY-Dec2023-21450-CE,NIFTY 28 DEC 21450 CALL,,5,50,OPTIDX,D,NSE,218.1,0.05,28-12-2023 14:00,21450,1801
65624,NIFTY-Dec2023-21450-PE,NIFTY 28 DEC 21450 PUT,,5,50,OPTIDX,D,NSE,664.9,0.05,28-12-2023 14:00,21450,1801
65625,NIFTY-Dec2023-21500-CE,NIFTY 28 DEC 21500 CALL,,5,50,OPTIDX,D,NSE,187.2,0.05,28-12-2023 14:00,21500,1801
65626,NIFTY-Dec2023-21500-PE,NIFTY 28 DEC 21500 PUT,,5,50,OPTIDX,D,NSE,721.6,0.05,28-12-2023 14:00,21500,1801
65627,NIFTY-Dec2023-21550-CE,NIFTY 28 DEC 21550 CALL,,5,50,OPTIDX,D,NSE,161.65,0.05,28-12-2023 14:00,21550,1801
65638,NIFTY-Dec2023-21550-PE,NIFTY 28 DEC 21550 PUT,,5,50,OPTIDX,D,NSE,775.5,0.05,28-12-2023 14:00,21550,1801
65639,NIFTY-Dec2023-21600-CE,NIFTY 28 DEC 21600 CALL,,5,50,OPTIDX,D,NSE,137.15,0.05,28-12-2023 14:00,21600,1801
65640,NIFTY-Dec2023-21600-PE,NIFTY 28 DEC 21600 PUT,,5,50,OPTIDX,D,NSE,842.1,0.05,28-12-2023 14:00,21600,1801
65641,NIFTY-Dec2023-21650-CE,NIFTY 28 DEC 21650 CALL,,5,50,OPTIDX,D,NSE,117.35,0.05,28-12-2023 14:00,21650,1801
65646,NIFTY-Dec2023-21650-PE,NIFTY 28 DEC 21650 PUT,,5,50,OPTIDX,D,NSE,911.2,18,28-12-2023 14:00,21650,1801
65647,NIFTY-Dec2023-21700-CE,NIFTY 28 DEC 21700 CALL,,5,50,OPTIDX,D,NSE,99.25,0.05,28-12-2023 14:00,21700,1801
65654,NIFTY-Dec2023-21700-PE,NIFTY 28 DEC 21700 PUT,,5,50,OPTIDX,D,NSE,964.85,45.35,28-12-2023 14:00,21700,1801
65655,NIFTY-Dec2023-21750-CE,NIFTY 28 DEC 21750 CALL,,5,50,OPTIDX,D,NSE,84.85,0.05,28-12-2023 14:00,21750,1801
65656,NIFTY-Dec2023-21750-PE,NIFTY 28 DEC 21750 PUT,,5,50,OPTIDX,D,NSE,1020.9,78.2,28-12-2023 14:00,21750,1801
65657,NIFTY-Dec2023-21800-CE,NIFTY 28 DEC 21800 CALL,,5,50,OPTIDX,D,NSE,71.7,0.05,28-12-2023 14:00,21800,1801
65660,NIFTY-Dec2023-21800-PE,NIFTY 28 DEC 21800 PUT,,5,50,OPTIDX,D,NSE,1077.95,114.65,28-12-2023 14:00,21800,1801
65661,NIFTY-Dec2023-21850-CE,NIFTY 28 DEC 21850 CALL,,5,50,OPTIDX,D,NSE,60.7,0.05,28-12-2023 14:00,21850,1801
65662,NIFTY-Dec2023-21850-PE,NIFTY 28 DEC 21850 PUT,,5,50,OPTIDX,D,NSE,1114.95,133.65,28-12-2023 14:00,21850,1801
65663,NIFTY-Dec2023-21900-CE,NIFTY 28 DEC 21900 CALL,,5,50,OPTIDX,D,NSE,51.2,0.05,28-12-2023 14:00,21900,1801
65664,NIFTY-Dec2023-21900-PE,NIFTY 28 DEC 21900 PUT,,5,50,OPTIDX,D,NSE,1188.85,192.25,28-12-2023 14:00,21900,1801
65665,NIFTY-Dec2023-21950-CE,NIFTY 28 DEC 21950 CALL,,5,50,OPTIDX,D,NSE,42.65,0.05,28-12-2023 14:00,21950,1801
65731,NIFTY-Dec2023-21950-PE,NIFTY 28 DEC 21950 PUT,,5,50,OPTIDX,D,NSE,1257.7,247.8,28-12-2023 14:00,21950,1801
65734,NIFTY-Dec2023-22050-CE,NIFTY 28 DEC 22050 CALL,,5,50,OPTIDX,D,NSE,29.8,0.05,28-12-2023 14:00,22050,1801
65735,NIFTY-Dec2023-22050-PE,NIFTY 28 DEC 22050 PUT,,5,50,OPTIDX,D,NSE,1384.35,354.15,28-12-2023 14:00,22050,1801
65736,NIFTY-Dec2023-22100-CE,NIFTY 28 DEC 22100 CALL,,5,50,OPTIDX,D,NSE,24.85,0.05,28-12-2023 14:00,22100,1801
65737,NIFTY-Dec2023-22100-PE,NIFTY 28 DEC 22100 PUT,,5,50,OPTIDX,D,NSE,1404.4,366.5,28-12-2023 14:00,22100,1801
65739,NIFTY-Dec2023-22150-CE,NIFTY 28 DEC 22150 CALL,,5,50,OPTIDX,D,NSE,20.85,0.05,28-12-2023 14:00,22150,1801
65740,NIFTY-Dec2023-22150-PE,NIFTY 28 DEC 22150 PUT,,5,50,OPTIDX,D,NSE,1440.9,396.7,28-12-2023 14:00,22150,1801
65744,NIFTY-Dec2023-22200-CE,NIFTY 28 DEC 22200 CALL,,5,50,OPTIDX,D,NSE,17.35,0.05,28-12-2023 14:00,22200,1801
65745,NIFTY-Dec2023-22200-PE,NIFTY 28 DEC 22200 PUT,,5,50,OPTIDX,D,NSE,1521.55,472.25,28-12-2023 14:00,22200,1801
65749,NIFTY-Dec2023-22250-CE,NIFTY 28 DEC 22250 CALL,,5,50,OPTIDX,D,NSE,14.3,0.5,28-12-2023 14:00,22250,1801
65755,NIFTY-Dec2023-22250-PE,NIFTY 28 DEC 22250 PUT,,5,50,OPTIDX,D,NSE,1594.1,540.7,28-12-2023 14:00,22250,1801
65756,NIFTY-Dec2023-22300-CE,NIFTY 28 DEC 22300 CALL,,5,50,OPTIDX,D,NSE,12.2,1.7,28-12-2023 14:00,22300,1801
65757,NIFTY-Dec2023-22300-PE,NIFTY 28 DEC 22300 PUT,,5,50,OPTIDX,D,NSE,1659.9,603.2,28-12-2023 14:00,22300,1801
65760,NIFTY-Dec2023-22350-CE,NIFTY 28 DEC 22350 CALL,,5,50,OPTIDX,D,NSE,10.35,2.45,28-12-2023 14:00,22350,1801
65761,NIFTY-Dec2023-22350-PE,NIFTY 28 DEC 22350 PUT,,5,50,OPTIDX,D,NSE,1696.65,637.35,28-12-2023 14:00,22350,1801
65764,NIFTY-Dec2023-22400-CE,NIFTY 28 DEC 22400 CALL,,5,50,OPTIDX,D,NSE,8.85,2.85,28-12-2023 14:00,22400,1801
65769,NIFTY-Dec2023-22400-PE,NIFTY 28 DEC 22400 PUT,,5,50,OPTIDX,D,NSE,1750.1,688.9,28-12-2023 14:00,22400,1801
65770,NIFTY-Dec2023-22450-CE,NIFTY 28 DEC 22450 CALL,,5,50,OPTIDX,D,NSE,8.45,2.45,28-12-2023 14:00,22450,1801
65780,NIFTY-Dec2023-22450-PE,NIFTY 28 DEC 22450 PUT,,5,50,OPTIDX,D,NSE,1798.15,735.35,28-12-2023 14:00,22450,1801
65781,NIFTY-Dec2023-22500-CE,NIFTY 28 DEC 22500 CALL,,5,50,OPTIDX,D,NSE,8.5,2.5,28-12-2023 14:00,22500,1801
65785,NIFTY-Dec2023-22500-PE,NIFTY 28 DEC 22500 PUT,,5,50,OPTIDX,D,NSE,1793.35,729.35,28-12-2023 14:00,22500,1801
13,NIFTY,,,,,,,,,,,,
58606,NIFTY-Dec2023-22000-CE,NIFTY 28 DEC 22000 CALL,,5,50,OPTIDX,D,NSE,35.75,0.05,28-12-2023 14:00,22000,1801
58607,NIFTY-Dec2023-22000-PE,NIFTY 28 DEC 22000 PUT,,5,50,OPTIDX,D,NSE,1304.6,283.6,28-12-2023 14:00,22000,1801
